cluster,week,year,n_days_per_cluster,n_days_per_time,p_days_per_cluster,wt,n_data
2,2019-10-13,2019,1001,140832,0.00710775960009089,77.7855032947058,140832
3,2019-10-13,2019,2259,140832,0.0160403885480573,77.7855032947058,140832
1,2019-10-20,2019,40300,121363,0.332061666240947,90.2638201099182,121363
0,2019-10-20,2019,78270,121363,0.644924729942404,90.2638201099182,121363
3,2019-10-20,2019,1828,121363,0.0150622512627407,90.2638201099182,121363
2,2019-10-20,2019,965,121363,0.00795135255390852,90.2638201099182,121363
0,2019-10-27,2019,104597,164417,0.636169009287361,66.6274655297202,164417
1,2019-10-27,2019,54987,164417,0.334436220098895,66.6274655297202,164417
3,2019-10-27,2019,3153,164417,0.019176849109277,66.6274655297202,164417
2,2019-10-27,2019,1680,164417,0.0102179215044673,66.6274655297202,164417
0,2019-11-03,2019,140953,219471,0.642239749215158,49.9140569824715,219471
1,2019-11-03,2019,71252,219471,0.324653371060414,49.9140569824715,219471
2,2019-11-03,2019,1887,219471,0.00859794688136474,49.9140569824715,219471
3,2019-11-03,2019,5379,219471,0.0245089328430635,49.9140569824715,219471
1,2019-11-10,2019,70377,228584,0.307882441465719,47.9241241731705,228584
0,2019-11-10,2019,149968,228584,0.656073915934624,47.9241241731705,228584
3,2019-11-10,2019,6276,228584,0.0274559899205544,47.9241241731705,228584
2,2019-11-10,2019,1963,228584,0.00858765267910265,47.9241241731705,228584
1,2019-11-17,2019,71948,234470,0.306853755277861,46.7210645285111,234470
0,2019-11-17,2019,153975,234470,0.656693820104918,46.7210645285111,234470
2,2019-11-17,2019,2091,234470,0.00891798524331471,46.7210645285111,234470
3,2019-11-17,2019,6456,234470,0.0275344393739071,46.7210645285111,234470
0,2019-11-24,2019,142550,217944,0.654067099805455,50.2637741805234,217944
1,2019-11-24,2019,67700,217944,0.310630253643138,50.2637741805234,217944
3,2019-11-24,2019,5668,217944,0.0260066806152039,50.2637741805234,217944
2,2019-11-24,2019,2026,217944,0.00929596593620379,50.2637741805234,217944
0,2019-12-01,2019,116619,175206,0.665610766754563,62.5246167368698,175206
1,2019-12-01,2019,53343,175206,0.304458751412623,62.5246167368698,175206
3,2019-12-01,2019,3712,175206,0.0211864890471788,62.5246167368698,175206
2,2019-12-01,2019,1532,175206,0.0087439927856352,62.5246167368698,175206
1,2019-12-08,2019,71546,219143,0.326480882346231,49.9887653267501,219143
0,2019-12-08,2019,140866,219143,0.642804013817462,49.9887653267501,219143
2,2019-12-08,2019,1851,219143,0.00844653947422459,49.9887653267501,219143
3,2019-12-08,2019,4880,219143,0.0222685643620832,49.9887653267501,219143
1,2019-12-15,2019,83260,248637,0.334865687729501,44.0589614578683,248637
0,2019-12-15,2019,157239,248637,0.63240386587676,44.0589614578683,248637
2,2019-12-15,2019,2298,248637,0.00924238950759541,44.0589614578683,248637
3,2019-12-15,2019,5840,248637,0.0234880568861433,44.0589614578683,248637
0,2019-12-22,2019,139975,259180,0.540068678138745,42.2667181109654,259180
1,2019-12-22,2019,105431,259180,0.406786789104098,42.2667181109654,259180
3,2019-12-22,2019,7519,259180,0.0290107261362759,42.2667181109654,259180
2,2019-12-22,2019,6255,259180,0.0241338066208812,42.2667181109654,259180
1,2019-12-29,2019,44907,119370,0.376200050263885,91.7708637010974,119370
0,2019-12-29,2019,68586,119370,0.574566473988439,91.7708637010974,119370
3,2019-12-29,2019,3450,119370,0.0289017341040462,91.7708637010974,119370
2,2019-12-29,2019,2427,119370,0.0203317416436291,91.7708637010974,119370
